"Age","rectal_temperature","pulse","respiratory_rate","temperature_of_extremities","peripheral_pulse","mucous_membranes","capillary_refill_time","pain","peristalsis","abdominal_distension","nasogastric_tube","nasogastric_reflux","nasogastric_reflux_PH","rectal_examination_-_feces","abdomen","packed_cell_volume","total_protein","abdominocentesis_appearance","abdomcentesis_total_protein","outcome","surgical_lesion"
1,38,72,30,2,1.6649789007547942,3,1,2.664978900754794,3,2,2,1.6649789007547942,5,3,3.664978900754794,46,24,2,3,"1",2
1,37.9,48,16,1,1,1,1,3,3,3,1,1,5,3,5,37,7,2,3,"1",1
1,37.9,48,16,1,1,1,1,3,3,3,1,1,5,3,5,37,7,2,3,"1",1
9,38.74596321987061,87.77018390064694,30,1.3716360165588442,2,1.743272033117688,1,4.256727966882312,3,1.3716360165588442,2,1.3716360165588442,5,3,4,35.54036780129387,5.754036780129387,1.3716360165588442,2.4973088132470753,"1",2
7.710425973370872,38.251640974001404,89.03281948002815,30.967180519971848,1.1611967533286411,2,1.322393506657282,1,4.677606493342718,3,1,2,1,5,3,3.6776064933427177,40.64478701331456,6.570752532655875,1.1611967533286411,2.328957402662913,"1",1.8388032466713589
1,38.14734224275706,59.845508441581885,14.840534565423745,2.526577572429376,2.526577572429376,4.526577572429376,1,3,3,1,2,1.236711213785312,3.473422427570624,1.763288786214688,4.053155144858752,41.39617664836157,6.165697849649718,2,3.4579732717288127,"1",1.236711213785312
1,38.07654542106062,64.59272526363729,12,3,2.530908421212432,4.530908421212432,1,3,3,1,1.765454210606216,1,3.469091578787568,2,4.296362631818648,44.703637368181354,6.234545789393784,2,3.45927252636373,"1",1.234545789393784
1,39.01540080266496,65.23206421319678,38.46412842639355,2.845991973350403,1.154008026649597,3.691983946700806,1.845991973350403,2.845991973350403,2.691983946700806,2,1,1.845991973350403,6.691983946700806,4,4.845991973350403,44.92404815989758,7.546202407994879,2.845991973350403,4.691983946700806,"1",1
1,39.02505828992153,66.00466319372262,40.00932638744523,2.7494171007846733,1.2505828992153267,3.4988342015693465,1.7494171007846733,2.7494171007846733,2.4988342015693465,2,1,1.7494171007846733,6.4988342015693465,4,4.749417100784673,45.50349739529196,7.575174869764598,2.7494171007846733,4.4988342015693465,"1",1
1,37.2,42,12,2,1,1,1,3,3,3,3,1,5,4,5,46,7,2,3,"1",2
1,37.64263164569559,44.21315822847793,13.475438818985289,1.631140295253678,1.368859704746322,1,1,2.262280590507356,3,2.262280590507356,2.6311402952536778,1.737719409492644,5.184429852373161,4,4.2622805905073555,47.10657911423897,6.926228059050736,2,3,"1",2
1,38.104061265645676,77.91877468708645,29.91877468708645,3,1.9593873435432254,1.4796936717716127,1,2.5203063282283873,3.5203063282283873,1.9593873435432254,2,1.5203063282283873,5,3.5203063282283873,4,47.918774687086454,80.52030632822839,1.4796936717716127,2.4796936717716127,"1",1
1,38.2,76,28,3,1,1,1,3,4,1,2,2,5,4,4,46,81,1,2,"1",1
1,37.86575934309797,48,21.07392525521623,2.731518686195942,2.731518686195942,3.731518686195942,1,1.536962627608116,3.731518686195942,2,2,2,5,3,2.536962627608116,48.19455605858783,12.515156626723712,1.268481313804058,3,"1",2
1,37.38342715187972,43.33708607518882,27.497185443608384,2,2.5828642406013973,1.834271518797205,1,2.4171357593986027,3,2,2.5828642406013973,1.4171357593986025,5,3,4.582864240601397,40.17135759398602,24,2.5828642406013973,2.4171357593986027,"1",1.4171357593986025
1,37.67378722272823,64.16397160606273,21.24595740909409,1,1,1.9180141969686368,1,2.081985803031363,3,1,1.0819858030313632,1,5,2.1639716060627263,5,40,6.975404259090591,1,3,"1",1
1,37.71140621786635,60.18035824458252,21.477455219427185,1,1,2.1591517398090616,1,2.1591517398090616,3,1,1.1591517398090616,1.1591517398090616,5,1.8408482601909384,4.363393040763754,38.88593782133657,6.952254478057282,1.1591517398090616,3,"1",1.1591517398090616
1,38.68174641659428,104.86961726138775,32.43480863069387,3.486961726138774,3,4.973923452277548,1.513038273861226,4.026076547722452,3.513038273861226,3.513038273861226,2.513038273861226,2.513038273861226,5,3.513038273861226,4,53.46088517841632,7.622619624891424,2,3,"1",1.486961726138774
1,38.87718946580024,106.86313679480145,37.614052670998795,2.4315683974007243,1.9543789316004827,4.431568397400724,1,2.477189465800241,3.522810534199759,2.477189465800241,2,2.522810534199759,5.784215801299638,3,4,55,8.595437893160048,2,3,"1",1.4771894658002414
1,39.03971006841534,64.3529783859141,40.88244596478524,1,1,5,1.044122298239262,3.088244596478524,3.044122298239262,2.088244596478524,2.044122298239262,1,5,3.044122298239262,3.044122298239262,42.17648919295705,7.438228782465033,2,2.3308856087674834,"1",1.955877701760738
1,39.9,72,60,1,1,5,2,5,4,4,3,1,5,4,4,46,6.1,2,3,"1",1
1,38.327079694920506,42.166375593640694,21.833624406359306,1,1.2707969492050868,2.4584061015898264,1,2.4584061015898264,3,1,2,2.270796949205087,5.135398474602543,1.8123908476152608,1.5415938984101738,37.33275118728139,6.7270796949205085,2,3,"1",2
1,38.24711700008937,48,17.52882999910628,1.7644149995531389,2.3822074997765696,2.146622499329708,1,1,3.3822074997765696,1.3822074997765694,2,2.6177925002234304,5.308896250111715,3.6177925002234304,2.6177925002234304,49,7.373311249664854,1.6177925002234306,3,"1",2
1,38.6,43.523065131122,32.476934868878,1.6192337172194995,1,3.238467434438999,1,1.6192337172194995,3,1.3807662827805005,1.6192337172194995,1.6192337172194995,5,1.761532565561001,3.238467434438999,48.3807662827805,7.9234559372829505,1.6192337172194995,2.466927204107299,"1",1.3807662827805005
1,38.42204960634561,40.81366404230406,28.06832021152032,1.4068320211520318,1,3.4068320211520318,1,2.5931679788479682,3,1,2,2,5,1,2.2204960634560957,39.10248031728048,6.9034160105760165,2,3,"1",1.5931679788479682
4.02633963512412,38.424341509121895,129.3782924543905,52.539509452686175,2.621707545609485,3,3,1,2,4,2.621707545609485,1.378292454390515,2.621707545609485,3.1348773631715448,3,4,54.351952819266394,67.51316981756206,2.621707545609485,2.378292454390515,"1",1
9,38.3,130,60,2,3,3,1,2,4,2,2,2,5,3,4,50,70,2,3,"1",1
1,38.703258936132194,60,11.138201519811155,3,2.5691007599055773,3,1.430899240094423,3,3.5691007599055773,2.5691007599055773,2.5691007599055773,1.569100759905577,3.292697720283269,3,4,45.3983098787725,61.12190683915019,1.569100759905577,3,"1",1.430899240094423
1,38.1,59.708034506932435,12.583930986135135,2.927008626733108,2.8540172534662163,2.927008626733108,1,2.8540172534662163,3.927008626733108,2.8540172534662163,2.8540172534662163,1.9270086267331081,2.2189741198006754,3,4,50.63504313366554,65.36495686633445,2,3,"1",1.0729913732668919
1,37.8,60,42,2,2,3,1,3,3,2,2,2,5,3,4,46,24,2,3,"1",2
1,37.96802404476244,70.08144268574645,31.918557314253555,2,2,3,1,3,3,2,2,2,5,3,4,46,24,2,3,"1",1.1598797761877961
1,38.3,72,30,4,3,3,2,3,3,3,2,1,5,3,5,43,7,2,3.9,"1",1
1,38.219935080566316,72,30,3.199350805663206,2.466233870442137,3,1.7331169352210685,2.466233870442137,3,2.466233870442137,2,1.2668830647789315,5,2.7331169352210685,4.199350805663205,43,7.186818145345252,2,3.6598052416989617,"1",1.2668830647789315
1,38.24699021031796,40.848156634912556,22.72776504763117,1.2120391587281385,1,2.7879608412718615,1,3,3,1.1060195793640692,1.8939804206359308,1.8939804206359308,5,1,1.2120391587281385,33.42407831745628,6.572776504763117,2,2.8197667150810823,"1",2
1,38.149616605756265,42.40613430789966,20.3907985381505,1.6015335769749166,1,2.3984664230250834,1,3,3,1.3007667884874583,1.6992332115125417,1.6992332115125417,5,1,1.6015335769749166,34.20306715394983,6.339079853815051,2,2.4886964595713206,"1",2
1,38.12678503779217,45.561228355473325,26.34184253320999,2.6096929111316682,1.6096929111316682,2.8290787333950047,1,3.438771644526673,2.8290787333950047,2.2193858222633365,1.6096929111316682,1,5,3.6096929111316682,4.609692911131669,48.04846455565834,76.60969291113167,2,3,"1",1.3903070888683318
1,37.98080790032082,55.48821067522182,30,1.0639736655972722,1.9360263344027278,2.8720526688054555,1,1,1,1,1,1,5,1.1279473311945447,1.1919209967918172,42.191920996791815,71.31986832798636,2,3,"1",2
1,37.72106331338028,56.09202514964794,30,2,2.302658283450686,2.302658283450686,2.302658283450686,3,1.6973417165493137,2.348670858274657,2,1.651329141725343,5,3.348670858274657,4.348670858274657,44.30265828345069,6.339468343309862,2,3,"1",1.651329141725343
1,37.739930178705926,55.95052365970559,30,2,2.3498254467648048,2.3498254467648048,2.3498254467648048,3,1.6501745532351955,2.3250872766175976,2,1.6749127233824024,5,3.3250872766175976,4.325087276617598,44.349825446764804,6.330034910647039,2,3,"1",1.6749127233824024
1,37.772597573228644,66.84934951180905,30.849349511809052,2.4246747559045265,1.7123373779522633,2.4246747559045265,1,3.712337377952263,1.7123373779522633,3.4246747559045265,2,2,6.068506066928395,1.86298786614321,4.712337377952263,47.575325244095474,7.602727670866831,1.2876626220477367,4.035585439371852,"1",1
1,38.11961245134988,62.392249026997625,29.607750973002375,1,1,1.8038754865011866,1,3,1.8038754865011866,2,1.5980622567494067,1.5980622567494067,5,3.5980622567494067,4,49.40193774325059,7.95689961079905,1.5980622567494067,4.349148637796677,"1",1.4019377432505933
1,37.165914937239236,100,26.663659748956956,3,3,3.443943291492826,1.4439432914928259,3.8878865829856517,3.443943291492826,3.443943291492826,3,1.8878865829856517,5,4,4,50.88788658298565,6.266365974895695,2.556056708507174,3.2224226834028697,"1",1
1,38,100,30,3,3,4,2,5,4,4,3,3,5,4,4,52,6.6,2,3,"1",1
1,38.20994826337497,45.763311144001776,25.080620839500334,1.1801034732500555,1.3602069465001112,3,1,3.360206946500111,3,1,2,1.8198965267499445,5,1,1,37.14237988475128,19.90158458922908,1.8198965267499445,2.8198965267499445,"1",1.8198965267499445
1,37.90099431233601,73.00994312336009,29.495028438319956,2.252485780840021,2.4950284383199577,2.4950284383199577,1,4.495028438319958,3.252485780840021,1,2,1.2524857808400212,5,1.757457342520064,1.757457342520064,53.47514219159979,80.25248578084002,1,2,"1",1
1,38.57539911942469,51.015964776987516,29.507982388493758,1,1,1.1640058705020802,1,3,3,1.91799706474896,1.08200293525104,1.08200293525104,5,1,2.83599412949792,32.08200293525104,6.608200293525104,1.08200293525104,4.835994129497919,"1",2
1,38.50710651481156,51.07106514811557,30,1.232233712971107,1.232233712971107,1,1.232233712971107,3,3,1.767766287028893,1.232233712971107,1,5,1.4644674259422137,2.767766287028893,32.46446742594221,6.6,1.232233712971107,4.535532574057786,"1",2
5.116683580254725,38.75729272376592,135.43756342595523,66.17502537038209,2.9708291049363185,2.4854145524681592,4.456243657404478,1.4854145524681592,3,3,2,2,2,5,3,4,50.39790186727711,16.02392556325647,2,1.507702202157662,"1",1
9,39,150,72,2,2,3,1,3,3,2,2,2,5,3,4,47,8.5,2,0.1,"1",1
1,38.22417951998921,45.054698667386134,20.96718079956832,1.505469866738613,1,3,1,3,3,1,1.7472650666306935,1.7472650666306935,5,1.2527349333693065,1.2527349333693065,36.53828906717029,6.775820480010792,2,3,"1",2
1,38,60,12,3,1,3,1,3,3,1,1,1,5,2,2,47,7,2,3,"1",2
1,37.93921908406276,58.039045796861735,15.882429391412218,2.803904579686174,1.901952289843087,3.901952289843087,1.901952289843087,4.803904579686174,3.901952289843087,3.7058568695292604,2,2,5,3.7058568695292604,4.607809159372348,61.86247327497878,7.421561831874469,2,3,"1",1.098047710156913
1,37.96166113976136,56.91694301193202,16.38737564463059,2.691694301193202,1.845847150596601,3.845847150596601,1.845847150596601,4.691694301193202,3.845847150596601,3.537541451789803,2,2,5,3.537541451789803,4.383388602386404,60.06710881909123,7.37667772047728,2,3,"1",1.154152849403399
1,37.76065569990042,48,14.262295333997178,1.8688523330014108,1.8688523330014108,1,1,2.7377046660028217,2.7377046660028217,1.8688523330014108,1,2.7377046660028217,5.260655699900423,1,4,35.26229533399718,7.368852333001411,2,3,"1",2
1,37.744109077237475,48,16,1,1,1,1,2.220545386187391,2.220545386187391,2.220545386187391,1,1,5,2.220545386187391,4.6102726930936955,37,6.805136346546847,2,3,"1",1.3897273069063045
1,38.463795160751935,48.04307258872092,30,1.6810241962403052,1.6810241962403052,1.3189758037596948,1,2.3620483924806104,3,1.3189758037596948,1.6810241962403052,1,5,3,3.3620483924806104,45.59487901879847,8.078463705639543,1.6810241962403052,2.5534338747364274,"1",1.3189758037596948
1,38.4685972228414,46.23891414028836,30,1.358371210432535,1,2.119457070144178,1,1.2389141402883566,2.880542929855822,1.8805429298558218,1,1,5,2.7610858597116437,1.8805429298558218,48.88054292985582,9.04027146492791,1.1194570701441782,1.7672398982018498,"1",2
1,38.216530793281905,72,30,3.1653079328190734,2.443538621879382,3,1.721769310939691,2.443538621879382,3,2.443538621879382,2,1.278230689060309,5,2.721769310939691,4.165307932819074,43,7.194761482342217,2,3.649592379845722,"1",1.278230689060309
1,38,72,30,1,1,3,1,1,3,1,2,2,5,2,2,43,7.7,2,3,"1",2
1,38.31699892976948,40,21.617148972745824,1.5957127568135443,1.5957127568135443,2.1914255136270886,1,2.595712756813544,3,1.5957127568135443,2,2,5,3,3.595712756813544,40.59571275681355,6.116998929769482,2,3,"1",1.5957127568135443
1,37.925920561277046,40,23.85188250698831,1.0370293732529223,1.0370293732529223,1.0740587465058449,1,2.0370293732529223,3,1.0370293732529223,2,2,5,3,3.0370293732529223,40.03702937325292,5.725920561277046,2,3,"1",1.0370293732529223
1,38.27520909098757,77.50418181975144,30,3.3760454549378602,2.68802272746893,1.6239545450621398,1,3,3,2.68802272746893,2.68802272746893,2.68802272746893,5,3.68802272746893,4.68802272746893,29.50418181975144,6.287186363518642,2.68802272746893,3.8944295457096088,"1",1
1,38,71.16165558814569,32.51503323556293,1.5808277940728448,2,3,1.4191722059271552,2.580827794072845,3,2,2,2,5,3.419172205927155,4.419172205927155,29.030066471125863,6.9515033235562935,2,3,"1",1
1,37.906245862647204,50.12491725294406,29.875082747055945,2.0624586264720275,2.0624586264720275,3.5312293132360137,1,2.5312293132360137,2.5936879397080412,2.5312293132360137,1.5312293132360137,1,5,4,4.468770686763986,37,7.443721038530419,2,3,"1",1.4687706867639863
1,38.04350744656462,44.103880854966036,28.103880854966032,1,1,3,1,2.487014893129246,1.9740297862584917,1.512985106870754,1.487014893129246,1.487014893129246,5,2.5389553206122626,3.0519404274830166,35.05194042748302,6.7,2,3,"1",2
1,37.67502040327704,60,30,2,1.3654003102131074,1,1,2.2691993795737853,2.6345996897868926,2.6345996897868926,2,1,5,2.9037990693606774,3.53839875914757,43.365400310213104,7.001940341234418,2,3,"1",1.3654003102131074
1,37.87465810741733,60,30,2,1.5189677749364094,1,1,1.9620644501271811,2.481032225063591,2.481032225063591,2,1,5,2.4430966751907714,2.9241289002543622,43.51896777493641,7.17086455243005,2,3,"1",1.5189677749364094
1,38.63664018284807,63.19253373966237,34.788800609493556,2.7981334349155924,1,3.3944003047467777,1.7981334349155924,3,3,2.2018665650844076,1.2018665650844076,1.7981334349155924,6.596266869831185,4,5,43.79813343491559,7.318320091424034,2.7981334349155924,4.596266869831185,"1",1
1,38.96158877536793,64.10974635609163,35.890253643908366,3,1.027436589022909,3.972563410977091,1.972563410977091,3.027436589022909,2.972563410977091,2.054873178045818,1.027436589022909,2,6.986281705488546,3.9176902329312737,5,44.08230976706873,7.491769023293127,2.945126821954182,4.945126821954182,"1",1
1,38,60,34.95487528236144,3,1.3483749058795185,3.1741874529397593,1.1741874529397593,3.3483749058795187,3.1741874529397593,2.3483749058795187,1,1,5,3.1741874529397593,4,29.309561605855425,71.65162509412048,2.1741874529397593,1.1741874529397593,"1",1
1,38,60,36,3,1,3,1,3,3,2,1,1,5,3,4,26,72,2,1,"1",1
1,37.95536745312748,72.73823270836637,29.63088364581682,1.369116354183181,1,4.261767291633638,1.8154418229084095,3,3.1845581770915903,1,1.1845581770915905,2.8154418229084097,2.5536745312747717,3.1845581770915903,4,55.78530187490092,75.29190723964113,1,2,"1",1
1,37.98888054228897,79.1104433831172,31.7776108457793,2.777610845779299,2.777610845779299,2.333583731331051,1.1111945771103504,2.1111945771103504,3,2.777610845779299,1.8888054228896496,1.2223891542207006,4.666416268668949,3,4,50.8895566168828,79.3328325373379,1.8888054228896496,2.8888054228896496,"1",1
1,38.4,54,24,1,1,1,1,1,3,1,2,1,5,3,2,49,7.2,1,3,"1",2
1,38.35432053764082,53.31480806461231,23.543205376408203,1.2283973117958984,1.2283973117958984,1.3425959676938475,1,1,3.1141986558979493,1.1141986558979493,2,1.1141986558979493,5,3,2,49,7.325618521487744,1,3,"1",2
1,38.15060450495241,45.97581980190351,20.016120132064323,1,1.4979849834919596,3,1,3,3,1.4979849834919596,2,2.4979849834919596,5.24899249174598,1.9959699669839193,2.493954950475879,43.95566963682311,6.9489924917459795,2,3,"1",2
1,38.320718328037245,48.792816719627524,16,1,2,1.3964083598137613,1,1.3964083598137613,3,1.1982041799068806,2,3,5.5,3.8017958200931194,3.1982041799068806,50.189225079441286,6.879281671962752,2,3,"1",2
1,38.164539135843725,48,13.645391358437225,1.4113478396093062,1,1,1,1,3,2,1.4113478396093062,1,5,3,2,40.76595648117208,6.3822695679218615,2,3.647517376429763,"1",2
1,38,48,12,1,1,1,1,1,3,2,1,1,5,3,2,42,6.3,2,4.1,"1",2
1,38.0556555036468,43.90951194165115,25.954755970825573,1,1,2.022622014587213,1,2.022622014587213,2.5113110072936067,1,2,2,5,1,1,39.35295690518311,6.309048805834886,2,4.954755970825574,"1",2
1,37.8,48,28,1,1,1,1.13340072199671,1,2,1,2,2,5,1,1,46,5.9,2,7,"1",2
1,38.378579576763435,39.730176837252074,16.539646325495852,1.2698231627479264,1.2698231627479264,1,1,2.134911581373963,1.2698231627479264,1.1349115813739632,2,2,5,3,2.2698231627479264,37,67.13491158137397,2,3,"1",1.8650884186260368
1,37.667726016116205,38.225753387054006,19.548493225891985,3,3,1,1,2.7742466129459924,3,2,2,2,5,2.7742466129459924,3.661369919418989,36.66136991941899,67.77424661294599,2,3,"1",1.1128766935270038
1,38.7,52,20,2,2,1,1,1,1,1,1,1,5,1,1,33,77,2,3,"1",2
1,38.35530878496718,58.8938243006564,20,1.1382719624179498,1.1382719624179498,1,1.8617280375820502,1,2.7234560751641004,1,1.8617280375820502,1.8617280375820502,5,2.7234560751641004,3.58518411274615,33.86172803758205,67.52099158659745,2,3,"1",2
1,37.53531283549374,97.13001073579983,17.646871645062557,1.2118770129624665,3.070625670987489,5.858748658025022,1.9293743290125112,2.929374329012511,3.929374329012511,1.9293743290125112,2,2.8587486580250223,4.964687164506255,3.070625670987489,4,68.3643689611126,8.71637325543253,3,3,"1",1
1,37.69817850173858,82.1275048782993,19.48633876303936,1,2.5045537456535465,5.25683061848032,1.7522768728267732,3,3.7522768728267732,1.7522768728267732,2,2.7522768728267732,5,2.5045537456535465,3.2568306184803197,60.081967421763835,8.355009120218902,2.7522768728267732,3,"1",1.2477231271732268
1,37.31074919144829,40.42996765793151,29.677524256551365,2,2.946254042758561,1.1074919144828788,1,2.053745957241439,3,2,2.946254042758561,1.0537459572414394,5,3,4.946254042758561,36.53745957241439,24,2.946254042758561,2.053745957241439,"1",1.0537459572414394
1,37.479214513603715,40,28.924712918377693,1.8207854863962822,2.6415709727925645,1.3584290272074353,1,2.1792145136037178,3,1.8207854863962822,2.8207854863962822,1.1792145136037178,5,2.6415709727925645,4.283141945585129,35.46235645918885,20.899588914655684,2.8207854863962822,2.1792145136037178,"1",1.1792145136037178
5.9110145004096015,38.17722463748976,76.83260875307201,58.37710150286721,2.2277536251024004,1,2.3861231874488,1,3,3.6138768125512,1,2,2,5,1,2.841630437653601,34.8416304376536,6.0861231874488,2,3,"1",1.3861231874487998
9,38.065597052274455,100,67.61493881880367,2.6559705227445463,1,1.6559705227445463,1,3.3440294772554537,2.9679115682336383,1,2,2,5,1,4,36.344029477255454,5.355970522744546,2,3,"1",1.3440294772554537
1,38.83771720744486,62.767245886519646,86.9181147162991,1.6918114716299106,3,1.3081885283700894,1.3081885283700894,2.6918114716299106,3,1.6163770567401787,1.3081885283700894,2,6.191811471629911,1.924565585110268,4.691811471629911,39.30818852837009,6.021985237585803,2,3,"1",1
1,37.8,60,80,1,3,2,2,2,3,3,2,2,5.5,4,4,40,4.5,2,3,"1",1
1,37.660289231097096,52.05879560626911,30.970602196865446,1.514698901567277,2.029397803134554,3,2.029397803134554,2.029397803134554,1.970602196865446,2,2,2,5,2.029397803134554,4,44.51469890156728,6.588240878746179,2,3,"1",2
1,37.56478528271179,51.09856855141195,31.450715724294025,2.7253578621470127,3,3,1.5492842757059744,3.7253578621470127,3.1760735864410385,1.2746421378529873,2,1.2746421378529873,5,1.5492842757059744,4,45,7.433108365649922,2,1.5492842757059744,"1",1.2746421378529873
1,39,64,40,1,1,5,1,3,3,2,2,1,5,3,3,42,7.5,2,2.3,"1",2
1,39,64,39.9723416215783,1.0138291892108484,1,4.9930854053945755,1.006914594605424,3,3,2,1.993085405394576,1.006914594605424,5.013829189210848,3.006914594605424,3.013829189210848,42.013829189210846,7.5,2.006914594605424,2.3186694054346453,"1",1.993085405394576
1,38.3,40.48042400954627,20.637031933176097,1,1,2.519575990453728,1,2.519575990453728,2.519575990453728,1,2,2,5,1.480424009546272,1.7206360143194077,34.20106002386568,19.743511859181282,2,3,"1",2
1,38.3,42,10,1,1,1,1,1,1,1,2,2,5,3,4,38,61,2,3,"1",2
1,38.02649680447277,53.059872178910936,17.059872178910936,2,1.735031955272266,2.735031955272266,1,1.735031955272266,3,1.735031955272266,1.735031955272266,2.470063910544532,2.0598721789109358,1.5299360894554679,1.7949041341832017,51.145223686905865,81.76051128435626,2,3,"1",1.264968044727734
1,38,52,16,2,2,3,1,2,3,2,2,3,1,1,1,53,86,2,3,"1",1
1,38.8,50,20,3,1,1,1,1,1,1,2,1,5,3,1,42,6.2,2,3,"1",2
1,38.8,50,20,3,1,1,1,1,1,1,2,1,5,3,1,42,6.2,2,3,"1",2
1,38.12439060463969,41.75609395360307,25.3170704652023,1.6585352326011504,1,3,1,3,2.7804882557996167,1,1.7804882557996167,1.7804882557996167,5,1,1,36.29267616300575,7.117072313980729,2,3,"1",2
1,37.5,48,30,4,1,3,1,3,2,1,1,1,5,1,1,48,8.6,2,3,"1",2
1,37.474132759679186,49.74132759679192,20,2,1,2,1,2.564668100802021,3,2.564668100802021,1.7823340504010106,1,5,3,4.78233405040101,42.08832974799495,69.217665949599,2,3,"1",1.2176659495989894
1,37.92499768934853,44.42858463229411,12.85716926458822,1.1071461580735276,1,1.1071461580735276,1,3,3,3,2,1,5,3.892853841926472,5,41.892853841926474,65.4285846322941,2,3,"1",1
1,38,84,36,2,2,3,1,3,3,1,2,1,5,3,2,44,8.5,2,3,"1",1
5.899539581313016,38.183732734299234,87.67465468598476,32.32534531401524,1.387557552335873,2,1.775115104671746,1,4.224884895328254,3,1,2,1,5,3,3.224884895328254,41.55023020934349,7.091382370372508,1.387557552335873,2.5100460418686987,"1",1.612442447664127
1,37.95793007563222,44.937927547753524,40,1.7655181130616193,1,3,1,1.4689637738767611,3,2.4689637738767614,1.2344818869383807,1.2344818869383807,5,1.4689637738767611,5,41,61.1724094346919,2,3,"1",1.7655181130616193
1,38.08840850936873,45.41239457952267,40,1.6469013551193323,1,3,1,1.7061972897613356,3,2.7061972897613353,1.3530986448806677,1.3530986448806677,5,1.7061972897613356,5,41,61.765493224403336,2,3,"1",1.6469013551193323
1,39.17203208104096,106.57344027013653,47.07696074287546,2.2867201350682644,2.2867201350682644,4.930080202602396,1.6433600675341322,2,4,2.6433600675341324,1.3566399324658678,2.3566399324658676,5.534959898698801,3,4.643360067534132,57.57344027013653,8.178319966232934,2,2.742655972986347,"1",1.6433600675341322
1,39.6,108,51,3,3,6,2,2,4,3,1,2,5,3,5,59,8,2,2.6,"1",2
1,38.49840816309809,40,16,1.010612246012738,1.010612246012738,1,1,1.9946938769936309,1.010612246012738,1.0053061230063691,2,2,5,2.9893877539872618,1.9946938769936309,36.984081630980896,66.99469387699364,2,3,"1",2
1,38.897475967313824,43.98557695607902,14.00721152196049,3,1.0072115219604905,1,1,1.9963942390197547,3,2,2,2,5,2.9927884780395093,1.9963942390197547,33.00360576098024,64.00721152196049,2,3,"1",2
1,38.3,40,16,3,2,1,1,2,3,2,2,2,5,3,4,37,57,2,3,"1",2
1,38.3,40.323370487271816,15.02988853818455,2.6766295127281836,1.8383147563640918,1,1,1.8383147563640918,2.6766295127281836,1.8383147563640918,2,2,5,3,4,37.16168524363591,57.64674097454363,2,3,"1",2
4.8224542079962545,38.15665796720014,87.78067759995318,45.023498143979396,1,1,2.044386448000936,1,3,3,1.477806775999532,2,2,5,1.477806775999532,1,35.866840655997194,6.031070513600655,2,3,"1",1.522193224000468
3.5779040234462673,38.338880998534606,126.44476005861567,62.577904023446266,3.0332859912076495,2.355523994138433,4.388809985346083,1.6777619970692166,3,3,2,2,2,5,2.677761997069217,3.0332859912076495,49.16642995603825,17.97414934519435,2,3,"1",1
1,38.719248292393154,65.68451024564108,38.876993169572614,1,1.280751707606846,4.438496584786308,1.280751707606846,2.719248292393154,3,2,2,1.280751707606846,5,3.280751707606846,3.561503415213692,40.31548975435892,7.443849658478631,2,2.496526195324792,"1",1.719248292393154
1,38.63218951381148,66.20686291713109,38.52875805524594,1,1.3678104861885156,4.264379027622969,1.3678104861885156,2.6321895138114844,3,2,2,1.3678104861885156,5,3.3678104861885156,3.7356209723770313,39.79313708286891,7.426437902762297,2,2.5574673403319608,"1",1.6321895138114844
1,37.949158342985086,57.61346651223863,84.77306697552274,1.2983166859701711,3,2.298316685970171,1.7016833140298289,2.298316685970171,3,2.701683314029829,1.7016833140298289,1.7016833140298289,5.350841657014914,3.105049942089486,4,40.89495005791051,4.977306697552274,2,3,"1",1
1,38.3,47.651754140291445,69.9105248417487,1.6376461783576208,2.2752923567152417,3,1,3,3,1.6376461783576208,1.3623538216423792,1.3623538216423792,5,1,2.912938535072862,39.376461783576204,6.317412292985427,2,3,"1",1.3623538216423792
1,37.37108410252583,50,32,2.4216820505166208,2.4216820505166208,3,1,3.1325230757749307,3.7108410252583104,1.2891589747416896,2,1.2891589747416896,5,1,4,44.71084102525831,7.639756922732479,2,1.5783179494833794,"1",1.2891589747416896
1,37.57007037811493,47.29929621885069,29.839436975080552,1,1,3,1,1.5401407562298621,3,1.729929621885069,2,2,5,1,3.1897888656552067,41.029225840735755,6.918978886565521,2,3,"1",2
1,38.3,40,16,3,2,1.2101802015115375,1,1.8949098992442313,3,2,2,2,5,3,4,37.10509010075577,57.10509010075577,1.8949098992442313,2.8949098992442313,"1",1.8949098992442313
1,38.3,40.97175873690164,13.084723789295072,2.0282412630983573,1.5141206315491786,2.0282412630983573,1,1,2.0282412630983573,1.5141206315491786,2,2,5,3,4,38,59.457638105352466,1.4858793684508214,2.4858793684508216,"1",1.4858793684508214
1,38.11806483099746,40,27.638703380050814,1.6064505633418025,1,1.787098873316395,1,1.787098873316395,3,1,1.3935494366581975,1.3935494366581975,5,2.212901126683605,3.42580225336721,36.63870338005081,36.59801277275086,2,3,"1",1.3935494366581975
1,38.025090919800824,40,29.498181603983575,1.9163636006639289,1,1.167272798672142,1,1.167272798672142,3,1,1.0836363993360711,1.0836363993360711,5,2.8327272013278577,4.665454402655715,38.498181603983575,51.876725512731696,2,3,"1",1.0836363993360711
1,38.370049979915244,42.801999196609906,24,2.400999598304953,1.7004997991524764,3.7004997991524764,1,4.400999598304953,3.7004997991524764,2.400999598304953,2,1.2995002008475236,5,3.1014993974574296,3.801999196609906,44.908496585592104,55.9451358804191,2,3,"1",1.2995002008475236
